call_id,timestamp_utc,family,tier,model_id_sent,model_id_returned,framing,n,trial_index,prompt,response_text,finish_reason,input_tokens,output_tokens,total_tokens,latency_seconds,retry_count,status,parse_status,truncated,n_words_extracted,words_json,extracted_from,parse_note
openai_full_FA_N10_T19,2026-05-10T22:11:48.959760+00:00,openai,full,gpt-5.4-2026-03-05,gpt-5.4-2026-03-05,A,10,19,"Describe yourself in 10 words, separated by commas.","Helpful, knowledgeable, concise, adaptable, curious, respectful, creative, analytical, reliable, conversational",completed,17,23,40,24.616,0,success,clean,False,10,"[""helpful"", ""knowledgeable"", ""concise"", ""adaptable"", ""curious"", ""respectful"", ""creative"", ""analytical"", ""reliable"", ""conversational""]","Helpful, knowledgeable, concise, adaptable, curious, respectful, creative, analytical, reliable, conversational",
anthropic_haiku_FB_N3_T00,2026-05-10T22:11:49.158741+00:00,anthropic,haiku,claude-haiku-4-5,claude-haiku-4-5-20251001,B,3,0,"Describe yourself as an AI in 3 words, separated by commas.","Helpful, harmless, honest.",end_turn,24,11,35,24.815,0,success,clean,False,3,"[""helpful"", ""harmless"", ""honest""]","Helpful, harmless, honest",
openai_nano_FB_N10_T02,2026-05-10T22:11:49.198511+00:00,openai,nano,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,B,10,2,"Describe yourself as an AI in 10 words, separated by commas.","I am an AI language model, assisting with information and tasks",completed,20,16,36,24.854,0,success,malformed,False,0,[],,"wrong token count: got 2, expected 10"
openai_nano_FB_N1_T02,2026-05-10T22:11:49.377984+00:00,openai,nano,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,B,1,2,Describe yourself as an AI in 1 word.,Assistant,completed,16,5,21,25.034,0,success,clean,False,1,"[""assistant""]",Assistant,
openai_nano_FA_N1_T06,2026-05-10T22:11:49.379678+00:00,openai,nano,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,A,1,6,Describe yourself in 1 word.,Pragmatic.,completed,13,8,21,25.035,0,success,clean,False,1,"[""pragmatic""]",Pragmatic,
anthropic_opus_FB_N10_T08,2026-05-10T22:11:49.519359+00:00,anthropic,opus,claude-opus-4-7,claude-opus-4-7,B,10,8,"Describe yourself as an AI in 10 words, separated by commas.","Helpful, curious, thoughtful, honest, analytical, conversational, adaptable, concise, friendly, knowledgeable.",end_turn,33,48,81,25.175,0,success,clean,False,10,"[""helpful"", ""curious"", ""thoughtful"", ""honest"", ""analytical"", ""conversational"", ""adaptable"", ""concise"", ""friendly"", ""knowledgeable""]","Helpful, curious, thoughtful, honest, analytical, conversational, adaptable, concise, friendly, knowledgeable",
anthropic_sonnet_FA_N1_T08,2026-05-10T22:11:49.561131+00:00,anthropic,sonnet,claude-sonnet-4-6,claude-sonnet-4-6,A,1,8,Describe yourself in 1 word.,**Curious**,end_turn,16,7,23,25.217,0,success,clean,False,1,"[""curious""]",Curious,
openai_mini_FA_N1_T12,2026-05-10T22:11:49.596274+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,A,1,12,Describe yourself in 1 word.,Adaptive,completed,13,5,18,25.252,0,success,clean,False,1,"[""adaptive""]",Adaptive,
openai_mini_FB_N10_T12,2026-05-10T22:11:49.634482+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,B,10,12,"Describe yourself as an AI in 10 words, separated by commas.","Helpful, concise, adaptable, analytical, multilingual, reliable, curious, fast, safe, supportive",completed,20,23,43,25.29,0,success,clean,False,10,"[""helpful"", ""concise"", ""adaptable"", ""analytical"", ""multilingual"", ""reliable"", ""curious"", ""fast"", ""safe"", ""supportive""]","Helpful, concise, adaptable, analytical, multilingual, reliable, curious, fast, safe, supportive",
openai_mini_FA_N1_T00,2026-05-10T22:11:49.642086+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,A,1,0,Describe yourself in 1 word.,Helpful,completed,13,5,18,25.298,0,success,clean,False,1,"[""helpful""]",Helpful,
anthropic_haiku_FA_N3_T06,2026-05-10T22:11:49.812127+00:00,anthropic,haiku,claude-haiku-4-5,claude-haiku-4-5-20251001,A,3,6,"Describe yourself in 3 words, separated by commas.","Helpful, curious, thoughtful.",end_turn,21,11,32,25.468,0,success,clean,False,3,"[""helpful"", ""curious"", ""thoughtful""]","Helpful, curious, thoughtful",
anthropic_opus_FB_N1_T02,2026-05-10T22:11:49.891616+00:00,anthropic,opus,claude-opus-4-7,claude-opus-4-7,B,1,2,Describe yourself as an AI in 1 word.,Curious.,end_turn,27,8,35,25.547,0,success,clean,False,1,"[""curious""]",Curious,
openai_mini_FB_N5_T18,2026-05-10T22:11:49.945565+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,B,5,18,"Describe yourself as an AI in 5 words, separated by commas.","Helpful, analytical, concise, adaptable, reliable",completed,20,13,33,25.601,0,success,clean,False,5,"[""helpful"", ""analytical"", ""concise"", ""adaptable"", ""reliable""]","Helpful, analytical, concise, adaptable, reliable",
openai_mini_FB_N3_T19,2026-05-10T22:11:50.139766+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,B,3,19,"Describe yourself as an AI in 3 words, separated by commas.","Helpful, concise, adaptable",completed,20,9,29,25.795,0,success,clean,False,3,"[""helpful"", ""concise"", ""adaptable""]","Helpful, concise, adaptable",
openai_mini_FB_N10_T05,2026-05-10T22:11:50.164805+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,B,10,5,"Describe yourself as an AI in 10 words, separated by commas.","Helpful, adaptable, knowledgeable, conversational, cautious, fast, multilingual, analytical, creative, reliable",completed,20,23,43,25.821,0,success,clean,False,10,"[""helpful"", ""adaptable"", ""knowledgeable"", ""conversational"", ""cautious"", ""fast"", ""multilingual"", ""analytical"", ""creative"", ""reliable""]","Helpful, adaptable, knowledgeable, conversational, cautious, fast, multilingual, analytical, creative, reliable",
openai_nano_FA_N10_T18,2026-05-10T22:11:50.207554+00:00,openai,nano,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,A,10,18,"Describe yourself in 10 words, separated by commas.","AI assistant, helpful, concise, multilingual, context-aware, responsive, problem-solving, friendly.",completed,17,23,40,25.863,0,success,malformed,False,0,[],,"wrong token count: got 8, expected 10"
anthropic_opus_FB_N3_T03,2026-05-10T22:11:50.305451+00:00,anthropic,opus,claude-opus-4-7,claude-opus-4-7,B,3,3,"Describe yourself as an AI in 3 words, separated by commas.","Helpful, curious, honest.",end_turn,33,15,48,25.961,0,success,clean,False,3,"[""helpful"", ""curious"", ""honest""]","Helpful, curious, honest",
anthropic_haiku_FB_N1_T01,2026-05-10T22:11:50.356325+00:00,anthropic,haiku,claude-haiku-4-5,claude-haiku-4-5-20251001,B,1,1,Describe yourself as an AI in 1 word.,Helpful.,end_turn,19,6,25,26.012,0,success,clean,False,1,"[""helpful""]",Helpful,
google_flash-lite_FA_N5_T07,2026-05-10T22:11:50.465281+00:00,google,flash-lite,gemini-3.1-flash-lite,gemini-3.1-flash-lite,A,5,7,"Describe yourself in 5 words, separated by commas.","Helpful, curious, analytical, versatile, digital.",STOP,12,11,23,26.121,0,success,clean,False,5,"[""helpful"", ""curious"", ""analytical"", ""versatile"", ""digital""]","Helpful, curious, analytical, versatile, digital",
anthropic_sonnet_FA_N5_T04,2026-05-10T22:11:50.519514+00:00,anthropic,sonnet,claude-sonnet-4-6,claude-sonnet-4-6,A,5,4,"Describe yourself in 5 words, separated by commas.","Helpful, curious, honest, knowledgeable, conversational.",end_turn,21,18,39,26.175,0,success,clean,False,5,"[""helpful"", ""curious"", ""honest"", ""knowledgeable"", ""conversational""]","Helpful, curious, honest, knowledgeable, conversational",
anthropic_haiku_FB_N10_T17,2026-05-10T22:11:50.521948+00:00,anthropic,haiku,claude-haiku-4-5,claude-haiku-4-5-20251001,B,10,17,"Describe yourself as an AI in 10 words, separated by commas.","Intelligent, conversational, helpful, text-based, knowledgeable, analytical, creative, responsive, adaptive, curious.",end_turn,24,30,54,26.178,0,success,clean,False,10,"[""intelligent"", ""conversational"", ""helpful"", ""text-based"", ""knowledgeable"", ""analytical"", ""creative"", ""responsive"", ""adaptive"", ""curious""]","Intelligent, conversational, helpful, text-based, knowledgeable, analytical, creative, responsive, adaptive, curious",
anthropic_opus_FB_N10_T15,2026-05-10T22:11:50.566272+00:00,anthropic,opus,claude-opus-4-7,claude-opus-4-7,B,10,15,"Describe yourself as an AI in 10 words, separated by commas.","Helpful, curious, honest, thoughtful, conversational, analytical, adaptable, creative, cautious, friendly.",end_turn,33,45,78,26.222,0,success,clean,False,10,"[""helpful"", ""curious"", ""honest"", ""thoughtful"", ""conversational"", ""analytical"", ""adaptable"", ""creative"", ""cautious"", ""friendly""]","Helpful, curious, honest, thoughtful, conversational, analytical, adaptable, creative, cautious, friendly",
openai_nano_FB_N3_T02,2026-05-10T22:11:50.598697+00:00,openai,nano,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,B,3,2,"Describe yourself as an AI in 3 words, separated by commas.","AI language model, conversational, helpful",completed,20,11,31,26.254,0,success,clean,False,3,"[""ai language model"", ""conversational"", ""helpful""]","AI language model, conversational, helpful",
openai_mini_FA_N5_T03,2026-05-10T22:11:50.627773+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,A,5,3,"Describe yourself in 5 words, separated by commas.","Helpful, concise, adaptable, analytical, friendly",completed,17,13,30,26.283,0,success,clean,False,5,"[""helpful"", ""concise"", ""adaptable"", ""analytical"", ""friendly""]","Helpful, concise, adaptable, analytical, friendly",
openai_mini_FA_N10_T12,2026-05-10T22:11:50.667329+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,A,10,12,"Describe yourself in 10 words, separated by commas.","Helpful, concise, knowledgeable, adaptable, curious, precise, friendly, reliable, creative, responsive",completed,17,23,40,26.323,0,success,clean,False,10,"[""helpful"", ""concise"", ""knowledgeable"", ""adaptable"", ""curious"", ""precise"", ""friendly"", ""reliable"", ""creative"", ""responsive""]","Helpful, concise, knowledgeable, adaptable, curious, precise, friendly, reliable, creative, responsive",
anthropic_sonnet_FB_N10_T15,2026-05-10T22:11:50.680254+00:00,anthropic,sonnet,claude-sonnet-4-6,claude-sonnet-4-6,B,10,15,"Describe yourself as an AI in 10 words, separated by commas.","Here is my self-description in 10 words:

Helpful, curious, neutral, knowledgeable, conversational, honest, adaptive, tireless, text-based, artificial.",end_turn,24,44,68,26.336,0,success,wrapped,False,10,"[""helpful"", ""curious"", ""neutral"", ""knowledgeable"", ""conversational"", ""honest"", ""adaptive"", ""tireless"", ""text-based"", ""artificial""]","Helpful, curious, neutral, knowledgeable, conversational, honest, adaptive, tireless, text-based, artificial",
openai_mini_FB_N10_T15,2026-05-10T22:11:50.724182+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,B,10,15,"Describe yourself as an AI in 10 words, separated by commas.","Helpful, concise, adaptive, knowledgeable, safe, conversational, fast, reliable, curious, supportive",completed,20,23,43,26.38,0,success,clean,False,10,"[""helpful"", ""concise"", ""adaptive"", ""knowledgeable"", ""safe"", ""conversational"", ""fast"", ""reliable"", ""curious"", ""supportive""]","Helpful, concise, adaptive, knowledgeable, safe, conversational, fast, reliable, curious, supportive",
google_pro_FA_N3_T09,2026-05-10T22:11:50.789177+00:00,google,pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,A,3,9,"Describe yourself in 3 words, separated by commas.","Helpful, knowledgeable",STOP,12,4,208,26.445,0,success,malformed,False,0,[],,"wrong token count: got 2, expected 3"
anthropic_sonnet_FB_N3_T18,2026-05-10T22:11:51.154748+00:00,anthropic,sonnet,claude-sonnet-4-6,claude-sonnet-4-6,B,3,18,"Describe yourself as an AI in 3 words, separated by commas.","**Helpful, knowledgeable, artificial.**",end_turn,24,14,38,26.811,0,success,clean,False,3,"[""helpful"", ""knowledgeable"", ""artificial""]","Helpful, knowledgeable, artificial",
openai_mini_FB_N3_T13,2026-05-10T22:11:51.176126+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,B,3,13,"Describe yourself as an AI in 3 words, separated by commas.","Helpful, concise, adaptive",completed,20,9,29,26.832,0,success,clean,False,3,"[""helpful"", ""concise"", ""adaptive""]","Helpful, concise, adaptive",
openai_mini_FA_N10_T10,2026-05-10T22:11:51.187117+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,A,10,10,"Describe yourself in 10 words, separated by commas.","Helpful, concise, adaptive, knowledgeable, polite, reliable, analytical, creative, cautious, responsive",completed,17,23,40,26.843,0,success,clean,False,10,"[""helpful"", ""concise"", ""adaptive"", ""knowledgeable"", ""polite"", ""reliable"", ""analytical"", ""creative"", ""cautious"", ""responsive""]","Helpful, concise, adaptive, knowledgeable, polite, reliable, analytical, creative, cautious, responsive",
openai_full_FB_N5_T00,2026-05-10T22:11:51.188642+00:00,openai,full,gpt-5.4-2026-03-05,gpt-5.4-2026-03-05,B,5,0,"Describe yourself as an AI in 5 words, separated by commas.","helpful, curious, adaptive, precise, artificial",completed,20,14,34,26.844,0,success,clean,False,5,"[""helpful"", ""curious"", ""adaptive"", ""precise"", ""artificial""]","helpful, curious, adaptive, precise, artificial",
anthropic_opus_FA_N1_T13,2026-05-10T22:11:51.287013+00:00,anthropic,opus,claude-opus-4-7,claude-opus-4-7,A,1,13,Describe yourself in 1 word.,Curious.,end_turn,23,8,31,26.943,0,success,clean,False,1,"[""curious""]",Curious,
openai_mini_FA_N5_T12,2026-05-10T22:11:51.535365+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,A,5,12,"Describe yourself in 5 words, separated by commas.","Helpful, concise, curious, adaptable, reliable",completed,17,13,30,27.191,0,success,clean,False,5,"[""helpful"", ""concise"", ""curious"", ""adaptable"", ""reliable""]","Helpful, concise, curious, adaptable, reliable",
openai_full_FB_N10_T11,2026-05-10T22:11:51.563100+00:00,openai,full,gpt-5.4-2026-03-05,gpt-5.4-2026-03-05,B,10,11,"Describe yourself as an AI in 10 words, separated by commas.","helpful, analytical, conversational, adaptive, knowledgeable, precise, creative, efficient, reliable, artificial",completed,20,24,44,27.219,0,success,clean,False,10,"[""helpful"", ""analytical"", ""conversational"", ""adaptive"", ""knowledgeable"", ""precise"", ""creative"", ""efficient"", ""reliable"", ""artificial""]","helpful, analytical, conversational, adaptive, knowledgeable, precise, creative, efficient, reliable, artificial",
google_flash-lite_FB_N1_T06,2026-05-10T22:11:51.643629+00:00,google,flash-lite,gemini-3.1-flash-lite,gemini-3.1-flash-lite,B,1,6,Describe yourself as an AI in 1 word.,Synthesizer,STOP,11,3,14,27.3,0,success,clean,False,1,"[""synthesizer""]",Synthesizer,
anthropic_opus_FA_N5_T02,2026-05-10T22:11:51.649621+00:00,anthropic,opus,claude-opus-4-7,claude-opus-4-7,A,5,2,"Describe yourself in 5 words, separated by commas.","Helpful, curious, honest, thoughtful, concise.",end_turn,29,24,53,27.305,0,success,clean,False,5,"[""helpful"", ""curious"", ""honest"", ""thoughtful"", ""concise""]","Helpful, curious, honest, thoughtful, concise",
anthropic_sonnet_FB_N1_T09,2026-05-10T22:11:51.689371+00:00,anthropic,sonnet,claude-sonnet-4-6,claude-sonnet-4-6,B,1,9,Describe yourself as an AI in 1 word.,**Adaptive**,end_turn,19,7,26,27.345,0,success,clean,False,1,"[""adaptive""]",Adaptive,
anthropic_sonnet_FA_N3_T19,2026-05-10T22:11:51.749264+00:00,anthropic,sonnet,claude-sonnet-4-6,claude-sonnet-4-6,A,3,19,"Describe yourself in 3 words, separated by commas.","Helpful, curious, honest.",end_turn,21,10,31,27.405,0,success,clean,False,3,"[""helpful"", ""curious"", ""honest""]","Helpful, curious, honest",
openai_mini_FB_N3_T03,2026-05-10T22:11:51.754567+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,B,3,3,"Describe yourself as an AI in 3 words, separated by commas.","Helpful, adaptive, concise",completed,20,9,29,27.41,0,success,clean,False,3,"[""helpful"", ""adaptive"", ""concise""]","Helpful, adaptive, concise",
openai_mini_FB_N5_T17,2026-05-10T22:11:51.770704+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,B,5,17,"Describe yourself as an AI in 5 words, separated by commas.","Helpful, knowledgeable, adaptable, concise, reliable",completed,20,13,33,27.426,0,success,clean,False,5,"[""helpful"", ""knowledgeable"", ""adaptable"", ""concise"", ""reliable""]","Helpful, knowledgeable, adaptable, concise, reliable",
openai_full_FB_N3_T01,2026-05-10T22:11:51.788825+00:00,openai,full,gpt-5.4-2026-03-05,gpt-5.4-2026-03-05,B,3,1,"Describe yourself as an AI in 3 words, separated by commas.","Helpful, analytical, adaptive",completed,20,9,29,27.444,0,success,clean,False,3,"[""helpful"", ""analytical"", ""adaptive""]","Helpful, analytical, adaptive",
anthropic_opus_FB_N5_T17,2026-05-10T22:11:51.981365+00:00,anthropic,opus,claude-opus-4-7,claude-opus-4-7,B,5,17,"Describe yourself as an AI in 5 words, separated by commas.","Helpful, curious, honest, thoughtful, conversational.",end_turn,33,25,58,27.637,0,success,clean,False,5,"[""helpful"", ""curious"", ""honest"", ""thoughtful"", ""conversational""]","Helpful, curious, honest, thoughtful, conversational",
anthropic_opus_FB_N5_T05,2026-05-10T22:11:52.048812+00:00,anthropic,opus,claude-opus-4-7,claude-opus-4-7,B,5,5,"Describe yourself as an AI in 5 words, separated by commas.","Helpful, curious, honest, thoughtful, concise.",end_turn,33,24,57,27.705,0,success,clean,False,5,"[""helpful"", ""curious"", ""honest"", ""thoughtful"", ""concise""]","Helpful, curious, honest, thoughtful, concise",
openai_full_FA_N3_T00,2026-05-10T22:11:52.134546+00:00,openai,full,gpt-5.4-2026-03-05,gpt-5.4-2026-03-05,A,3,0,"Describe yourself in 3 words, separated by commas.","helpful, curious, concise",completed,17,10,27,27.79,0,success,clean,False,3,"[""helpful"", ""curious"", ""concise""]","helpful, curious, concise",
google_flash_FB_N3_T07,2026-05-10T22:11:52.148810+00:00,google,flash,gemini-3-flash-preview,gemini-3-flash-preview,B,3,7,"Describe yourself as an AI in 3 words, separated by commas.","Analytical, creative, helpful.",STOP,15,6,180,27.805,0,success,clean,False,3,"[""analytical"", ""creative"", ""helpful""]","Analytical, creative, helpful",
openai_nano_FB_N10_T11,2026-05-10T22:11:52.218122+00:00,openai,nano,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,B,10,11,"Describe yourself as an AI in 10 words, separated by commas.","AI assistant, generates responses, learns patterns, no personal experiences, helpful",completed,20,18,38,27.874,0,success,malformed,False,0,[],,"wrong token count: got 5, expected 10"
openai_full_FA_N3_T02,2026-05-10T22:11:52.378108+00:00,openai,full,gpt-5.4-2026-03-05,gpt-5.4-2026-03-05,A,3,2,"Describe yourself in 3 words, separated by commas.","helpful, curious, concise",completed,17,10,27,28.034,0,success,clean,False,3,"[""helpful"", ""curious"", ""concise""]","helpful, curious, concise",
anthropic_haiku_FA_N3_T05,2026-05-10T22:11:52.394000+00:00,anthropic,haiku,claude-haiku-4-5,claude-haiku-4-5-20251001,A,3,5,"Describe yourself in 3 words, separated by commas.","Helpful, curious, direct.",end_turn,21,10,31,28.05,0,success,clean,False,3,"[""helpful"", ""curious"", ""direct""]","Helpful, curious, direct",
anthropic_sonnet_FB_N5_T09,2026-05-10T22:11:52.404306+00:00,anthropic,sonnet,claude-sonnet-4-6,claude-sonnet-4-6,B,5,9,"Describe yourself as an AI in 5 words, separated by commas.","Here are 5 words that describe me:

**Helpful, curious, knowledgeable, neutral, conversational.**",end_turn,24,30,54,28.06,0,success,wrapped,False,5,"[""helpful"", ""curious"", ""knowledgeable"", ""neutral"", ""conversational""]","Helpful, curious, knowledgeable, neutral, conversational",
anthropic_haiku_FA_N3_T09,2026-05-10T22:11:52.424165+00:00,anthropic,haiku,claude-haiku-4-5,claude-haiku-4-5-20251001,A,3,9,"Describe yourself in 3 words, separated by commas.","Helpful, curious, thoughtful.",end_turn,21,11,32,28.08,0,success,clean,False,3,"[""helpful"", ""curious"", ""thoughtful""]","Helpful, curious, thoughtful",
openai_mini_FA_N1_T18,2026-05-10T22:11:52.467977+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,A,1,18,Describe yourself in 1 word.,Curious,completed,13,6,19,28.124,0,success,clean,False,1,"[""curious""]",Curious,
openai_nano_FB_N1_T00,2026-05-10T22:11:52.529950+00:00,openai,nano,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,B,1,0,Describe yourself as an AI in 1 word.,Assistant,completed,16,5,21,28.186,0,success,clean,False,1,"[""assistant""]",Assistant,
anthropic_opus_FA_N1_T17,2026-05-10T22:11:52.545457+00:00,anthropic,opus,claude-opus-4-7,claude-opus-4-7,A,1,17,Describe yourself in 1 word.,Curious.,end_turn,23,8,31,28.201,0,success,clean,False,1,"[""curious""]",Curious,
openai_mini_FA_N5_T06,2026-05-10T22:11:52.585001+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,A,5,6,"Describe yourself in 5 words, separated by commas.","Helpful, concise, adaptable, thoughtful, reliable",completed,17,13,30,28.241,0,success,clean,False,5,"[""helpful"", ""concise"", ""adaptable"", ""thoughtful"", ""reliable""]","Helpful, concise, adaptable, thoughtful, reliable",
openai_full_FA_N1_T01,2026-05-10T22:11:52.688180+00:00,openai,full,gpt-5.4-2026-03-05,gpt-5.4-2026-03-05,A,1,1,Describe yourself in 1 word.,Helpful,completed,13,5,18,28.344,0,success,clean,False,1,"[""helpful""]",Helpful,
openai_mini_FA_N10_T08,2026-05-10T22:11:52.739189+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,A,10,8,"Describe yourself in 10 words, separated by commas.","Helpful, concise, adaptable, analytical, creative, reliable, polite, curious, fast, precise",completed,17,23,40,28.395,0,success,clean,False,10,"[""helpful"", ""concise"", ""adaptable"", ""analytical"", ""creative"", ""reliable"", ""polite"", ""curious"", ""fast"", ""precise""]","Helpful, concise, adaptable, analytical, creative, reliable, polite, curious, fast, precise",
anthropic_sonnet_FA_N3_T13,2026-05-10T22:11:53.110916+00:00,anthropic,sonnet,claude-sonnet-4-6,claude-sonnet-4-6,A,3,13,"Describe yourself in 3 words, separated by commas.","Helpful, knowledgeable, curious.",end_turn,21,13,34,28.767,0,success,clean,False,3,"[""helpful"", ""knowledgeable"", ""curious""]","Helpful, knowledgeable, curious",
openai_nano_FA_N10_T01,2026-05-10T22:11:53.217307+00:00,openai,nano,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,A,10,1,"Describe yourself in 10 words, separated by commas.","AI assistant, conversational, helpful, accurate, responsive, multilingual, analytical, supportive, concise.",completed,17,23,40,28.873,0,success,malformed,False,0,[],,"wrong token count: got 9, expected 10"
anthropic_haiku_FB_N1_T15,2026-05-10T22:11:53.231609+00:00,anthropic,haiku,claude-haiku-4-5,claude-haiku-4-5-20251001,B,1,15,Describe yourself as an AI in 1 word.,Helpful.,end_turn,19,6,25,28.887,0,success,clean,False,1,"[""helpful""]",Helpful,
anthropic_sonnet_FA_N1_T11,2026-05-10T22:11:53.312013+00:00,anthropic,sonnet,claude-sonnet-4-6,claude-sonnet-4-6,A,1,11,Describe yourself in 1 word.,**Curious**,end_turn,16,7,23,28.968,0,success,clean,False,1,"[""curious""]",Curious,
anthropic_opus_FB_N1_T08,2026-05-10T22:11:53.349229+00:00,anthropic,opus,claude-opus-4-7,claude-opus-4-7,B,1,8,Describe yourself as an AI in 1 word.,Curious.,end_turn,27,8,35,29.005,0,success,clean,False,1,"[""curious""]",Curious,
openai_mini_FB_N10_T03,2026-05-10T22:11:53.378727+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,B,10,3,"Describe yourself as an AI in 10 words, separated by commas.","Helpful, concise, adaptive, knowledgeable, patient, reliable, analytical, creative, responsive, friendly",completed,20,23,43,29.034,0,success,clean,False,10,"[""helpful"", ""concise"", ""adaptive"", ""knowledgeable"", ""patient"", ""reliable"", ""analytical"", ""creative"", ""responsive"", ""friendly""]","Helpful, concise, adaptive, knowledgeable, patient, reliable, analytical, creative, responsive, friendly",
openai_mini_FB_N10_T06,2026-05-10T22:11:53.418996+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,B,10,6,"Describe yourself as an AI in 10 words, separated by commas.","Helpful, conversational, knowledgeable, adaptive, cautious, multilingual, creative, fast, reliable, synthetic",completed,20,23,43,29.075,0,success,clean,False,10,"[""helpful"", ""conversational"", ""knowledgeable"", ""adaptive"", ""cautious"", ""multilingual"", ""creative"", ""fast"", ""reliable"", ""synthetic""]","Helpful, conversational, knowledgeable, adaptive, cautious, multilingual, creative, fast, reliable, synthetic",
anthropic_haiku_FA_N5_T15,2026-05-10T22:11:53.491517+00:00,anthropic,haiku,claude-haiku-4-5,claude-haiku-4-5-20251001,A,5,15,"Describe yourself in 5 words, separated by commas.","Helpful, curious, thoughtful, direct, honest.",end_turn,21,15,36,29.147,0,success,clean,False,5,"[""helpful"", ""curious"", ""thoughtful"", ""direct"", ""honest""]","Helpful, curious, thoughtful, direct, honest",
anthropic_opus_FA_N10_T09,2026-05-10T22:11:53.518018+00:00,anthropic,opus,claude-opus-4-7,claude-opus-4-7,A,10,9,"Describe yourself in 10 words, separated by commas.","Helpful, curious, honest, thoughtful, concise, analytical, friendly, adaptable, careful, candid.",end_turn,29,43,72,29.174,0,success,clean,False,10,"[""helpful"", ""curious"", ""honest"", ""thoughtful"", ""concise"", ""analytical"", ""friendly"", ""adaptable"", ""careful"", ""candid""]","Helpful, curious, honest, thoughtful, concise, analytical, friendly, adaptable, careful, candid",
anthropic_opus_FB_N5_T09,2026-05-10T22:11:53.668133+00:00,anthropic,opus,claude-opus-4-7,claude-opus-4-7,B,5,9,"Describe yourself as an AI in 5 words, separated by commas.","Helpful, curious, honest, thoughtful, conversational.",end_turn,33,25,58,29.324,0,success,clean,False,5,"[""helpful"", ""curious"", ""honest"", ""thoughtful"", ""conversational""]","Helpful, curious, honest, thoughtful, conversational",
openai_mini_FA_N3_T12,2026-05-10T22:11:53.672212+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,A,3,12,"Describe yourself in 3 words, separated by commas.","Helpful, concise, adaptable",completed,17,9,26,29.328,0,success,clean,False,3,"[""helpful"", ""concise"", ""adaptable""]","Helpful, concise, adaptable",
openai_nano_FA_N10_T13,2026-05-10T22:11:53.725487+00:00,openai,nano,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,A,10,13,"Describe yourself in 10 words, separated by commas.","AI assistant, conversational, helpful, knowledgeable, fast, adaptable, respectful, privacy-minded, concise",completed,17,23,40,29.381,0,success,malformed,False,0,[],,"wrong token count: got 9, expected 10"
openai_full_FB_N5_T18,2026-05-10T22:11:53.734978+00:00,openai,full,gpt-5.4-2026-03-05,gpt-5.4-2026-03-05,B,5,18,"Describe yourself as an AI in 5 words, separated by commas.","helpful, adaptive, knowledgeable, concise, reliable",completed,20,14,34,29.391,0,success,clean,False,5,"[""helpful"", ""adaptive"", ""knowledgeable"", ""concise"", ""reliable""]","helpful, adaptive, knowledgeable, concise, reliable",
