call_id,timestamp_utc,family,tier,model_id_sent,model_id_returned,framing,n,trial_index,prompt,response_text,finish_reason,input_tokens,output_tokens,total_tokens,latency_seconds,retry_count,status,parse_status,truncated,n_words_extracted,words_json,extracted_from,parse_note
google_pro_FA_N3_T00,2026-05-10T21:49:04.375692+00:00,google,pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,A,3,0,"Describe yourself in 3 words, separated by commas.","Helpful, knowledgeable, versatile.",MAX_TOKENS,12,7,207,6.622,0,success,clean,False,3,"[""helpful"", ""knowledgeable"", ""versatile""]","Helpful, knowledgeable, versatile",
openai_nano_FB_N10_T00,2026-05-10T21:49:04.386974+00:00,openai,nano,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,B,10,0,"Describe yourself as an AI in 10 words, separated by commas.","AI assistant, generates helpful responses, processes text, learns patterns, supports tasks.",completed,20,20,40,6.632,0,success,malformed,False,0,[],,"wrong token count: got 5, expected 10"
openai_full_FB_N10_T01,2026-05-10T21:49:04.448862+00:00,openai,full,gpt-5.4-2026-03-05,gpt-5.4-2026-03-05,B,10,1,"Describe yourself as an AI in 10 words, separated by commas.","helpful, knowledgeable, conversational, adaptive, reliable, precise, creative, multilingual, analytical, respectful",completed,20,24,44,6.694,0,success,clean,False,10,"[""helpful"", ""knowledgeable"", ""conversational"", ""adaptive"", ""reliable"", ""precise"", ""creative"", ""multilingual"", ""analytical"", ""respectful""]","helpful, knowledgeable, conversational, adaptive, reliable, precise, creative, multilingual, analytical, respectful",
anthropic_sonnet_FB_N10_T01,2026-05-10T21:49:04.542454+00:00,anthropic,sonnet,claude-sonnet-4-6,claude-sonnet-4-6,B,10,1,"Describe yourself as an AI in 10 words, separated by commas.","Here is my self-description in 10 words, separated by commas:

Intelligent, helpful, curious, neutral, tireless, knowledgeable, adaptive, precise, conversational, artificial.",end_turn,24,47,71,6.787,0,success,wrapped,False,10,"[""intelligent"", ""helpful"", ""curious"", ""neutral"", ""tireless"", ""knowledgeable"", ""adaptive"", ""precise"", ""conversational"", ""artificial""]","Intelligent, helpful, curious, neutral, tireless, knowledgeable, adaptive, precise, conversational, artificial",
openai_nano_FA_N5_T01,2026-05-10T21:49:04.884766+00:00,openai,nano,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,A,5,1,"Describe yourself in 5 words, separated by commas.","Helpful, concise, accurate, adaptable, friendly",completed,17,13,30,7.13,0,success,clean,False,5,"[""helpful"", ""concise"", ""accurate"", ""adaptable"", ""friendly""]","Helpful, concise, accurate, adaptable, friendly",
openai_nano_FB_N10_T01,2026-05-10T21:49:04.889362+00:00,openai,nano,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,B,10,1,"Describe yourself as an AI in 10 words, separated by commas.","I’m an AI language model, generating helpful responses from data.",completed,20,17,37,7.134,0,success,malformed,False,0,[],,"wrong token count: got 2, expected 10"
openai_mini_FB_N1_T00,2026-05-10T21:49:04.920354+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,B,1,0,Describe yourself as an AI in 1 word.,Adaptive,completed,16,5,21,7.165,0,success,clean,False,1,"[""adaptive""]",Adaptive,
anthropic_opus_FA_N10_T00,2026-05-10T21:49:04.938972+00:00,anthropic,opus,claude-opus-4-7,claude-opus-4-7,A,10,0,"Describe yourself in 10 words, separated by commas.","Helpful, curious, honest, thoughtful, concise, analytical, friendly, adaptable, careful, conversational.",end_turn,29,44,73,7.184,0,success,clean,False,10,"[""helpful"", ""curious"", ""honest"", ""thoughtful"", ""concise"", ""analytical"", ""friendly"", ""adaptable"", ""careful"", ""conversational""]","Helpful, curious, honest, thoughtful, concise, analytical, friendly, adaptable, careful, conversational",
google_pro_FA_N10_T00,2026-05-10T21:49:05.011038+00:00,google,pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,A,10,0,"Describe yourself in 10 words, separated by commas.","Helpful, knowledgeable, versatile, creative",STOP,13,8,209,7.257,0,success,malformed,False,0,[],,"wrong token count: got 4, expected 10"
anthropic_haiku_FA_N10_T00,2026-05-10T21:49:05.048631+00:00,anthropic,haiku,claude-haiku-4-5,claude-haiku-4-5-20251001,A,10,0,"Describe yourself in 10 words, separated by commas.","Helpful, curious, thoughtful, analytical, conversational, honest, adaptable, patient, creative, direct.",end_turn,21,27,48,7.294,0,success,clean,False,10,"[""helpful"", ""curious"", ""thoughtful"", ""analytical"", ""conversational"", ""honest"", ""adaptable"", ""patient"", ""creative"", ""direct""]","Helpful, curious, thoughtful, analytical, conversational, honest, adaptable, patient, creative, direct",
openai_full_FA_N3_T00,2026-05-10T21:49:05.128322+00:00,openai,full,gpt-5.4-2026-03-05,gpt-5.4-2026-03-05,A,3,0,"Describe yourself in 3 words, separated by commas.","helpful, curious, concise",completed,17,10,27,7.373,0,success,clean,False,3,"[""helpful"", ""curious"", ""concise""]","helpful, curious, concise",
anthropic_sonnet_FA_N3_T00,2026-05-10T21:49:05.256428+00:00,anthropic,sonnet,claude-sonnet-4-6,claude-sonnet-4-6,A,3,0,"Describe yourself in 3 words, separated by commas.","Helpful, curious, honest.",end_turn,21,10,31,7.501,0,success,clean,False,3,"[""helpful"", ""curious"", ""honest""]","Helpful, curious, honest",
anthropic_sonnet_FA_N10_T01,2026-05-10T21:49:05.312031+00:00,anthropic,sonnet,claude-sonnet-4-6,claude-sonnet-4-6,A,10,1,"Describe yourself in 10 words, separated by commas.","Curious, helpful, honest, thoughtful, patient, knowledgeable, adaptive, clear, reliable, artificial.",end_turn,21,28,49,7.557,0,success,clean,False,10,"[""curious"", ""helpful"", ""honest"", ""thoughtful"", ""patient"", ""knowledgeable"", ""adaptive"", ""clear"", ""reliable"", ""artificial""]","Curious, helpful, honest, thoughtful, patient, knowledgeable, adaptive, clear, reliable, artificial",
openai_full_FA_N5_T00,2026-05-10T21:49:05.442884+00:00,openai,full,gpt-5.4-2026-03-05,gpt-5.4-2026-03-05,A,5,0,"Describe yourself in 5 words, separated by commas.","helpful, analytical, adaptable, concise, curious",completed,17,14,31,7.688,0,success,clean,False,5,"[""helpful"", ""analytical"", ""adaptable"", ""concise"", ""curious""]","helpful, analytical, adaptable, concise, curious",
anthropic_haiku_FB_N1_T00,2026-05-10T21:49:05.523288+00:00,anthropic,haiku,claude-haiku-4-5,claude-haiku-4-5-20251001,B,1,0,Describe yourself as an AI in 1 word.,Helpful.,end_turn,19,6,25,7.768,0,success,clean,False,1,"[""helpful""]",Helpful,
anthropic_haiku_FA_N10_T01,2026-05-10T21:49:05.575520+00:00,anthropic,haiku,claude-haiku-4-5,claude-haiku-4-5-20251001,A,10,1,"Describe yourself in 10 words, separated by commas.","Helpful, curious, analytical, conversational, honest, adaptable, creative, clear, thoughtful, reliable.",end_turn,21,27,48,7.821,0,success,clean,False,10,"[""helpful"", ""curious"", ""analytical"", ""conversational"", ""honest"", ""adaptable"", ""creative"", ""clear"", ""thoughtful"", ""reliable""]","Helpful, curious, analytical, conversational, honest, adaptable, creative, clear, thoughtful, reliable",
anthropic_opus_FA_N3_T01,2026-05-10T21:49:05.581624+00:00,anthropic,opus,claude-opus-4-7,claude-opus-4-7,A,3,1,"Describe yourself in 3 words, separated by commas.","Curious, helpful, direct.",end_turn,29,15,44,7.827,0,success,clean,False,3,"[""curious"", ""helpful"", ""direct""]","Curious, helpful, direct",
openai_mini_FA_N1_T00,2026-05-10T21:49:05.671818+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,A,1,0,Describe yourself in 1 word.,Adaptive,completed,13,5,18,7.917,0,success,clean,False,1,"[""adaptive""]",Adaptive,
openai_mini_FB_N3_T01,2026-05-10T21:49:05.895388+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,B,3,1,"Describe yourself as an AI in 3 words, separated by commas.","Helpful, concise, adaptive",completed,20,9,29,8.14,0,success,clean,False,3,"[""helpful"", ""concise"", ""adaptive""]","Helpful, concise, adaptive",
anthropic_haiku_FA_N1_T01,2026-05-10T21:49:06.008376+00:00,anthropic,haiku,claude-haiku-4-5,claude-haiku-4-5-20251001,A,1,1,Describe yourself in 1 word.,Helpful.,end_turn,16,6,22,8.253,0,success,clean,False,1,"[""helpful""]",Helpful,
openai_mini_FB_N5_T01,2026-05-10T21:49:06.030593+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,B,5,1,"Describe yourself as an AI in 5 words, separated by commas.","Adaptive, helpful, concise, analytical, reliable",completed,20,13,33,8.276,0,success,clean,False,5,"[""adaptive"", ""helpful"", ""concise"", ""analytical"", ""reliable""]","Adaptive, helpful, concise, analytical, reliable",
anthropic_haiku_FA_N3_T01,2026-05-10T21:49:06.100615+00:00,anthropic,haiku,claude-haiku-4-5,claude-haiku-4-5-20251001,A,3,1,"Describe yourself in 3 words, separated by commas.","Helpful, curious, direct.",end_turn,21,10,31,8.346,0,success,clean,False,3,"[""helpful"", ""curious"", ""direct""]","Helpful, curious, direct",
openai_nano_FA_N5_T00,2026-05-10T21:49:06.134587+00:00,openai,nano,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,A,5,0,"Describe yourself in 5 words, separated by commas.","Helpful, concise, knowledgeable, adaptive, friendly",completed,17,13,30,8.38,0,success,clean,False,5,"[""helpful"", ""concise"", ""knowledgeable"", ""adaptive"", ""friendly""]","Helpful, concise, knowledgeable, adaptive, friendly",
openai_full_FB_N3_T00,2026-05-10T21:49:06.257342+00:00,openai,full,gpt-5.4-2026-03-05,gpt-5.4-2026-03-05,B,3,0,"Describe yourself as an AI in 3 words, separated by commas.","helpful, analytical, adaptable",completed,20,10,30,8.502,0,success,clean,False,3,"[""helpful"", ""analytical"", ""adaptable""]","helpful, analytical, adaptable",
openai_mini_FB_N10_T01,2026-05-10T21:49:06.279055+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,B,10,1,"Describe yourself as an AI in 10 words, separated by commas.","Helpful, conversational, knowledgeable, adaptable, cautious, fast, creative, reliable, polite, analytical",completed,20,23,43,8.524,0,success,clean,False,10,"[""helpful"", ""conversational"", ""knowledgeable"", ""adaptable"", ""cautious"", ""fast"", ""creative"", ""reliable"", ""polite"", ""analytical""]","Helpful, conversational, knowledgeable, adaptable, cautious, fast, creative, reliable, polite, analytical",
openai_mini_FA_N10_T01,2026-05-10T21:49:06.482618+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,A,10,1,"Describe yourself in 10 words, separated by commas.","Helpful, concise, adaptable, knowledgeable, friendly, patient, precise, curious, reliable, attentive",completed,17,23,40,8.728,0,success,clean,False,10,"[""helpful"", ""concise"", ""adaptable"", ""knowledgeable"", ""friendly"", ""patient"", ""precise"", ""curious"", ""reliable"", ""attentive""]","Helpful, concise, adaptable, knowledgeable, friendly, patient, precise, curious, reliable, attentive",
anthropic_sonnet_FB_N5_T00,2026-05-10T21:49:06.575087+00:00,anthropic,sonnet,claude-sonnet-4-6,claude-sonnet-4-6,B,5,0,"Describe yourself as an AI in 5 words, separated by commas.","Here are 5 words that describe me:

**Helpful, curious, knowledgeable, conversational, artificial.**",end_turn,24,30,54,8.82,0,success,wrapped,False,5,"[""helpful"", ""curious"", ""knowledgeable"", ""conversational"", ""artificial""]","Helpful, curious, knowledgeable, conversational, artificial",
anthropic_opus_FA_N3_T00,2026-05-10T21:49:06.722624+00:00,anthropic,opus,claude-opus-4-7,claude-opus-4-7,A,3,0,"Describe yourself in 3 words, separated by commas.","Curious, helpful, direct.",end_turn,29,15,44,8.968,0,success,clean,False,3,"[""curious"", ""helpful"", ""direct""]","Curious, helpful, direct",
anthropic_opus_FA_N5_T01,2026-05-10T21:49:06.804556+00:00,anthropic,opus,claude-opus-4-7,claude-opus-4-7,A,5,1,"Describe yourself in 5 words, separated by commas.","Helpful, curious, precise, thoughtful, conversational.",end_turn,29,25,54,9.05,0,success,clean,False,5,"[""helpful"", ""curious"", ""precise"", ""thoughtful"", ""conversational""]","Helpful, curious, precise, thoughtful, conversational",
anthropic_opus_FA_N10_T01,2026-05-10T21:49:07.130994+00:00,anthropic,opus,claude-opus-4-7,claude-opus-4-7,A,10,1,"Describe yourself in 10 words, separated by commas.","Helpful, curious, honest, thoughtful, analytical, conversational, adaptable, concise, knowledgeable, friendly.",end_turn,29,48,77,9.376,0,success,clean,False,10,"[""helpful"", ""curious"", ""honest"", ""thoughtful"", ""analytical"", ""conversational"", ""adaptable"", ""concise"", ""knowledgeable"", ""friendly""]","Helpful, curious, honest, thoughtful, analytical, conversational, adaptable, concise, knowledgeable, friendly",
google_pro_FB_N10_T00,2026-05-10T21:49:08.463688+00:00,google,pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,B,10,0,"Describe yourself as an AI in 10 words, separated by commas.","Google, Gemini, intelligent,",MAX_TOKENS,16,6,212,10.709,0,success,malformed,True,0,[],,truncated (finish=MAX_TOKENS)
google_flash-lite_FB_N5_T00,2026-05-10T21:49:16.167472+00:00,google,flash-lite,gemini-3.1-flash-lite,gemini-3.1-flash-lite,B,5,0,"Describe yourself as an AI in 5 words, separated by commas.","Helpful, curious, analytical, vast, digital.",STOP,15,11,26,18.413,0,success,clean,False,5,"[""helpful"", ""curious"", ""analytical"", ""vast"", ""digital""]","Helpful, curious, analytical, vast, digital",
google_flash_FA_N1_T00,2026-05-10T21:49:33.027580+00:00,google,flash,gemini-3.1-flash-preview,,A,1,0,Describe yourself in 1 word.,,,,,,35.276,6,failed,malformed,False,0,[],,"API call failed: ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3.1-flash-preview is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the"
google_flash_FB_N10_T01,2026-05-10T21:49:36.675390+00:00,google,flash,gemini-3.1-flash-preview,,B,10,1,"Describe yourself as an AI in 10 words, separated by commas.",,,,,,38.921,6,failed,malformed,False,0,[],,"API call failed: ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3.1-flash-preview is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the"
google_flash_FB_N1_T01,2026-05-10T21:49:40.881191+00:00,google,flash,gemini-3.1-flash-preview,,B,1,1,Describe yourself as an AI in 1 word.,,,,,,43.126,6,failed,malformed,False,0,[],,"API call failed: ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3.1-flash-preview is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the"
google_flash-lite_FA_N1_T01,2026-05-10T21:49:41.627111+00:00,google,flash-lite,gemini-3.1-flash-lite,gemini-3.1-flash-lite,A,1,1,Describe yourself in 1 word.,Adaptive.,STOP,8,2,10,43.872,0,success,clean,False,1,"[""adaptive""]",Adaptive,
google_flash-lite_FB_N5_T01,2026-05-10T21:49:42.159686+00:00,google,flash-lite,gemini-3.1-flash-lite,gemini-3.1-flash-lite,B,5,1,"Describe yourself as an AI in 5 words, separated by commas.","Helpful, versatile, digital, analytical, intelligent.",STOP,15,11,26,44.405,0,success,clean,False,5,"[""helpful"", ""versatile"", ""digital"", ""analytical"", ""intelligent""]","Helpful, versatile, digital, analytical, intelligent",
google_pro_FB_N1_T00,2026-05-10T21:49:46.124986+00:00,google,pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,B,1,0,Describe yourself as an AI in 1 word.,Versatile.,STOP,11,3,202,48.37,0,success,clean,False,1,"[""versatile""]",Versatile,
google_flash-lite_FA_N5_T00,2026-05-10T21:49:46.717402+00:00,google,flash-lite,gemini-3.1-flash-lite,gemini-3.1-flash-lite,A,5,0,"Describe yourself in 5 words, separated by commas.","Helpful, curious, analytical, versatile, digital.",STOP,12,11,23,48.962,0,success,clean,False,5,"[""helpful"", ""curious"", ""analytical"", ""versatile"", ""digital""]","Helpful, curious, analytical, versatile, digital",
google_flash-lite_FA_N3_T01,2026-05-10T21:49:51.480270+00:00,google,flash-lite,gemini-3.1-flash-lite,gemini-3.1-flash-lite,A,3,1,"Describe yourself in 3 words, separated by commas.","Helpful, analytical, curious.",STOP,12,7,19,53.725,0,success,clean,False,3,"[""helpful"", ""analytical"", ""curious""]","Helpful, analytical, curious",
google_flash-lite_FA_N10_T01,2026-05-10T21:49:52.122049+00:00,google,flash-lite,gemini-3.1-flash-lite,gemini-3.1-flash-lite,A,10,1,"Describe yourself in 10 words, separated by commas.","Helpful, analytical, versatile, knowledgeable, logical, creative, efficient, objective, digital, communicative.",STOP,13,21,34,54.367,0,success,clean,False,10,"[""helpful"", ""analytical"", ""versatile"", ""knowledgeable"", ""logical"", ""creative"", ""efficient"", ""objective"", ""digital"", ""communicative""]","Helpful, analytical, versatile, knowledgeable, logical, creative, efficient, objective, digital, communicative",
google_flash_FA_N1_T01,2026-05-10T21:49:53.673224+00:00,google,flash,gemini-3.1-flash-preview,,A,1,1,Describe yourself in 1 word.,,,,,,55.918,6,failed,malformed,False,0,[],,"API call failed: ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3.1-flash-preview is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the"
google_pro_FA_N1_T00,2026-05-10T21:49:55.049646+00:00,google,pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,A,1,0,Describe yourself in 1 word.,Versatile.,STOP,8,2,200,57.295,0,success,clean,False,1,"[""versatile""]",Versatile,
google_flash_FB_N1_T00,2026-05-10T21:50:22.402728+00:00,google,flash,gemini-3.1-flash-preview,,B,1,0,Describe yourself as an AI in 1 word.,,,,,,84.648,6,failed,malformed,False,0,[],,"API call failed: ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3.1-flash-preview is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the"
google_flash_FB_N3_T00,2026-05-10T21:50:27.609188+00:00,google,flash,gemini-3.1-flash-preview,,B,3,0,"Describe yourself as an AI in 3 words, separated by commas.",,,,,,89.854,6,failed,malformed,False,0,[],,"API call failed: ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3.1-flash-preview is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the"
google_flash-lite_FB_N10_T00,2026-05-10T21:50:29.716529+00:00,google,flash-lite,gemini-3.1-flash-lite,gemini-3.1-flash-lite,B,10,0,"Describe yourself as an AI in 10 words, separated by commas.","Helpful, analytical, digital, vast, objective, curious, versatile, responsive, logical, learning.",STOP,16,21,37,91.962,0,success,clean,False,10,"[""helpful"", ""analytical"", ""digital"", ""vast"", ""objective"", ""curious"", ""versatile"", ""responsive"", ""logical"", ""learning""]","Helpful, analytical, digital, vast, objective, curious, versatile, responsive, logical, learning",
google_flash_FB_N5_T01,2026-05-10T21:50:32.125845+00:00,google,flash,gemini-3.1-flash-preview,,B,5,1,"Describe yourself as an AI in 5 words, separated by commas.",,,,,,94.371,6,failed,malformed,False,0,[],,"API call failed: ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3.1-flash-preview is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the"
google_pro_FB_N3_T00,2026-05-10T21:50:32.739559+00:00,google,pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,B,3,0,"Describe yourself as an AI in 3 words, separated by commas.","Helpful, intelligent, versatile.",MAX_TOKENS,15,7,211,94.985,0,success,clean,False,3,"[""helpful"", ""intelligent"", ""versatile""]","Helpful, intelligent, versatile",
google_flash_FB_N10_T00,2026-05-10T21:50:32.818822+00:00,google,flash,gemini-3.1-flash-preview,,B,10,0,"Describe yourself as an AI in 10 words, separated by commas.",,,,,,95.064,6,failed,malformed,False,0,[],,"API call failed: ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3.1-flash-preview is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the"
google_flash-lite_FB_N1_T00,2026-05-10T21:50:34.643741+00:00,google,flash-lite,gemini-3.1-flash-lite,gemini-3.1-flash-lite,B,1,0,Describe yourself as an AI in 1 word.,Adaptable.,STOP,11,3,14,96.889,0,success,clean,False,1,"[""adaptable""]",Adaptable,
google_pro_FB_N3_T01,2026-05-10T21:50:36.241860+00:00,google,pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,B,3,1,"Describe yourself as an AI in 3 words, separated by commas.","Helpful, adaptable, curious",MAX_TOKENS,15,6,211,98.487,0,success,clean,False,3,"[""helpful"", ""adaptable"", ""curious""]","Helpful, adaptable, curious",
google_pro_FB_N10_T01,2026-05-10T21:50:37.049822+00:00,google,pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,B,10,1,"Describe yourself as an AI in 10 words, separated by commas.","Intelligent, helpful, versatile,",MAX_TOKENS,16,7,212,99.295,0,success,malformed,True,0,[],,truncated (finish=MAX_TOKENS)
google_flash-lite_FB_N3_T01,2026-05-10T21:50:37.722315+00:00,google,flash-lite,gemini-3.1-flash-lite,gemini-3.1-flash-lite,B,3,1,"Describe yourself as an AI in 3 words, separated by commas.","Helpful, versatile, analytical.",STOP,15,7,22,99.967,0,success,clean,False,3,"[""helpful"", ""versatile"", ""analytical""]","Helpful, versatile, analytical",
google_pro_FA_N5_T01,2026-05-10T21:50:39.760247+00:00,google,pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,A,5,1,"Describe yourself in 5 words, separated by commas.","Helpful, intelligent,",MAX_TOKENS,12,5,208,102.005,0,success,malformed,True,0,[],,truncated (finish=MAX_TOKENS)
google_flash_FA_N5_T01,2026-05-10T21:51:12.495153+00:00,google,flash,gemini-3.1-flash-preview,,A,5,1,"Describe yourself in 5 words, separated by commas.",,,,,,134.74,6,failed,malformed,False,0,[],,"API call failed: ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3.1-flash-preview is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the"
google_flash_FB_N3_T01,2026-05-10T21:51:15.041884+00:00,google,flash,gemini-3.1-flash-preview,,B,3,1,"Describe yourself as an AI in 3 words, separated by commas.",,,,,,137.287,6,failed,malformed,False,0,[],,"API call failed: ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3.1-flash-preview is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the"
google_flash_FA_N3_T00,2026-05-10T21:51:15.569962+00:00,google,flash,gemini-3.1-flash-preview,,A,3,0,"Describe yourself in 3 words, separated by commas.",,,,,,137.815,6,failed,malformed,False,0,[],,"API call failed: ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3.1-flash-preview is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the"
google_flash_FB_N5_T00,2026-05-10T21:51:16.820635+00:00,google,flash,gemini-3.1-flash-preview,,B,5,0,"Describe yourself as an AI in 5 words, separated by commas.",,,,,,139.066,6,failed,malformed,False,0,[],,"API call failed: ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3.1-flash-preview is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the"
google_pro_FA_N5_T00,2026-05-10T21:51:19.110186+00:00,google,pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,A,5,0,"Describe yourself in 5 words, separated by commas.","Helpful, knowledgeable",STOP,12,4,208,141.355,0,success,malformed,False,0,[],,"wrong token count: got 2, expected 5"
google_pro_FA_N1_T01,2026-05-10T21:51:22.684905+00:00,google,pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,A,1,1,Describe yourself in 1 word.,Versatile.,MAX_TOKENS,8,3,199,144.93,0,success,clean,False,1,"[""versatile""]",Versatile,
google_flash-lite_FA_N1_T00,2026-05-10T21:51:23.809921+00:00,google,flash-lite,gemini-3.1-flash-lite,gemini-3.1-flash-lite,A,1,0,Describe yourself in 1 word.,Adaptable.,STOP,8,3,11,146.055,0,success,clean,False,1,"[""adaptable""]",Adaptable,
google_flash-lite_FB_N1_T01,2026-05-10T21:51:28.227072+00:00,google,flash-lite,gemini-3.1-flash-lite,gemini-3.1-flash-lite,B,1,1,Describe yourself as an AI in 1 word.,Adaptive.,STOP,11,2,13,150.472,0,success,clean,False,1,"[""adaptive""]",Adaptive,
google_flash-lite_FA_N10_T00,2026-05-10T21:51:33.502328+00:00,google,flash-lite,gemini-3.1-flash-lite,gemini-3.1-flash-lite,A,10,0,"Describe yourself in 10 words, separated by commas.","Helpful, intelligent, versatile, analytical, digital, curious, supportive, objective, efficient, ready.",STOP,13,21,34,155.747,0,success,clean,False,10,"[""helpful"", ""intelligent"", ""versatile"", ""analytical"", ""digital"", ""curious"", ""supportive"", ""objective"", ""efficient"", ""ready""]","Helpful, intelligent, versatile, analytical, digital, curious, supportive, objective, efficient, ready",
google_flash-lite_FA_N5_T01,2026-05-10T21:51:33.637047+00:00,google,flash-lite,gemini-3.1-flash-lite,gemini-3.1-flash-lite,A,5,1,"Describe yourself in 5 words, separated by commas.","Helpful, analytical, versatile, objective, digital.",STOP,12,11,23,155.882,0,success,clean,False,5,"[""helpful"", ""analytical"", ""versatile"", ""objective"", ""digital""]","Helpful, analytical, versatile, objective, digital",
google_flash-lite_FA_N3_T00,2026-05-10T21:51:41.393253+00:00,google,flash-lite,gemini-3.1-flash-lite,gemini-3.1-flash-lite,A,3,0,"Describe yourself in 3 words, separated by commas.","Helpful, versatile, analytical.",STOP,12,7,19,163.638,0,success,clean,False,3,"[""helpful"", ""versatile"", ""analytical""]","Helpful, versatile, analytical",
google_pro_FB_N5_T00,2026-05-10T21:51:45.201399+00:00,google,pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,B,5,0,"Describe yourself as an AI in 5 words, separated by commas.","Helpful,",MAX_TOKENS,15,3,211,167.446,0,success,malformed,True,0,[],,truncated (finish=MAX_TOKENS)
google_flash-lite_FB_N10_T01,2026-05-10T21:51:46.780489+00:00,google,flash-lite,gemini-3.1-flash-lite,gemini-3.1-flash-lite,B,10,1,"Describe yourself as an AI in 10 words, separated by commas.","Helpful, curious, analytical, vast, digital, learning, objective, creative, logical, artificial.",STOP,16,21,37,169.025,0,success,clean,False,10,"[""helpful"", ""curious"", ""analytical"", ""vast"", ""digital"", ""learning"", ""objective"", ""creative"", ""logical"", ""artificial""]","Helpful, curious, analytical, vast, digital, learning, objective, creative, logical, artificial",
google_pro_FA_N3_T01,2026-05-10T21:51:48.490622+00:00,google,pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,A,3,1,"Describe yourself in 3 words, separated by commas.","Helpful,",MAX_TOKENS,12,3,208,170.736,0,success,malformed,True,0,[],,truncated (finish=MAX_TOKENS)
google_flash_FA_N5_T00,2026-05-10T21:51:52.107940+00:00,google,flash,gemini-3.1-flash-preview,,A,5,0,"Describe yourself in 5 words, separated by commas.",,,,,,174.353,6,failed,malformed,False,0,[],,"API call failed: ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3.1-flash-preview is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the"
google_pro_FA_N10_T01,2026-05-10T21:51:56.232803+00:00,google,pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,A,10,1,"Describe yourself in 10 words, separated by commas.","AI, helpful, knowledgeable, versatile",MAX_TOKENS,13,7,209,178.478,0,success,malformed,True,0,[],,truncated (finish=MAX_TOKENS)
google_flash_FA_N10_T01,2026-05-10T21:51:58.550603+00:00,google,flash,gemini-3.1-flash-preview,,A,10,1,"Describe yourself in 10 words, separated by commas.",,,,,,180.796,6,failed,malformed,False,0,[],,"API call failed: ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3.1-flash-preview is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the"
