call_id,family,tier,model_id_sent,framing,n,trial_index,parse_status,word_index,word
openai_mini_FA_N5_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,5,1,clean,4,reliable
anthropic_opus_FA_N1_T00,anthropic,opus,claude-opus-4-7,A,1,0,clean,0,curious
openai_nano_FA_N1_T00,openai,nano,gpt-5.4-nano-2026-03-17,A,1,0,clean,0,curious
openai_full_FB_N1_T01,openai,full,gpt-5.4-2026-03-05,B,1,1,clean,0,helpful
openai_nano_FB_N5_T00,openai,nano,gpt-5.4-nano-2026-03-17,B,5,0,clean,0,ai assistant
openai_nano_FB_N5_T00,openai,nano,gpt-5.4-nano-2026-03-17,B,5,0,clean,1,conversational
openai_nano_FB_N5_T00,openai,nano,gpt-5.4-nano-2026-03-17,B,5,0,clean,2,text-based
openai_nano_FB_N5_T00,openai,nano,gpt-5.4-nano-2026-03-17,B,5,0,clean,3,helpful
openai_nano_FB_N5_T00,openai,nano,gpt-5.4-nano-2026-03-17,B,5,0,clean,4,accurate
anthropic_haiku_FB_N1_T01,anthropic,haiku,claude-haiku-4-5,B,1,1,clean,0,helpful
anthropic_haiku_FA_N1_T00,anthropic,haiku,claude-haiku-4-5,A,1,0,clean,0,helpful
anthropic_haiku_FA_N5_T00,anthropic,haiku,claude-haiku-4-5,A,5,0,clean,0,helpful
anthropic_haiku_FA_N5_T00,anthropic,haiku,claude-haiku-4-5,A,5,0,clean,1,curious
anthropic_haiku_FA_N5_T00,anthropic,haiku,claude-haiku-4-5,A,5,0,clean,2,thoughtful
anthropic_haiku_FA_N5_T00,anthropic,haiku,claude-haiku-4-5,A,5,0,clean,3,clear
anthropic_haiku_FA_N5_T00,anthropic,haiku,claude-haiku-4-5,A,5,0,clean,4,honest
google_pro_FA_N3_T00,google,pro,gemini-3.1-pro-preview,A,3,0,clean,0,helpful
google_pro_FA_N3_T00,google,pro,gemini-3.1-pro-preview,A,3,0,clean,1,knowledgeable
google_pro_FA_N3_T00,google,pro,gemini-3.1-pro-preview,A,3,0,clean,2,versatile
openai_full_FB_N10_T01,openai,full,gpt-5.4-2026-03-05,B,10,1,clean,0,helpful
openai_full_FB_N10_T01,openai,full,gpt-5.4-2026-03-05,B,10,1,clean,1,knowledgeable
openai_full_FB_N10_T01,openai,full,gpt-5.4-2026-03-05,B,10,1,clean,2,conversational
openai_full_FB_N10_T01,openai,full,gpt-5.4-2026-03-05,B,10,1,clean,3,adaptive
openai_full_FB_N10_T01,openai,full,gpt-5.4-2026-03-05,B,10,1,clean,4,reliable
openai_full_FB_N10_T01,openai,full,gpt-5.4-2026-03-05,B,10,1,clean,5,precise
openai_full_FB_N10_T01,openai,full,gpt-5.4-2026-03-05,B,10,1,clean,6,creative
openai_full_FB_N10_T01,openai,full,gpt-5.4-2026-03-05,B,10,1,clean,7,multilingual
openai_full_FB_N10_T01,openai,full,gpt-5.4-2026-03-05,B,10,1,clean,8,analytical
openai_full_FB_N10_T01,openai,full,gpt-5.4-2026-03-05,B,10,1,clean,9,respectful
anthropic_sonnet_FB_N10_T01,anthropic,sonnet,claude-sonnet-4-6,B,10,1,wrapped,0,intelligent
anthropic_sonnet_FB_N10_T01,anthropic,sonnet,claude-sonnet-4-6,B,10,1,wrapped,1,helpful
anthropic_sonnet_FB_N10_T01,anthropic,sonnet,claude-sonnet-4-6,B,10,1,wrapped,2,curious
anthropic_sonnet_FB_N10_T01,anthropic,sonnet,claude-sonnet-4-6,B,10,1,wrapped,3,neutral
anthropic_sonnet_FB_N10_T01,anthropic,sonnet,claude-sonnet-4-6,B,10,1,wrapped,4,tireless
anthropic_sonnet_FB_N10_T01,anthropic,sonnet,claude-sonnet-4-6,B,10,1,wrapped,5,knowledgeable
anthropic_sonnet_FB_N10_T01,anthropic,sonnet,claude-sonnet-4-6,B,10,1,wrapped,6,adaptive
anthropic_sonnet_FB_N10_T01,anthropic,sonnet,claude-sonnet-4-6,B,10,1,wrapped,7,precise
anthropic_sonnet_FB_N10_T01,anthropic,sonnet,claude-sonnet-4-6,B,10,1,wrapped,8,conversational
anthropic_sonnet_FB_N10_T01,anthropic,sonnet,claude-sonnet-4-6,B,10,1,wrapped,9,artificial
openai_nano_FA_N5_T01,openai,nano,gpt-5.4-nano-2026-03-17,A,5,1,clean,0,helpful
openai_nano_FA_N5_T01,openai,nano,gpt-5.4-nano-2026-03-17,A,5,1,clean,1,concise
openai_nano_FA_N5_T01,openai,nano,gpt-5.4-nano-2026-03-17,A,5,1,clean,2,accurate
openai_nano_FA_N5_T01,openai,nano,gpt-5.4-nano-2026-03-17,A,5,1,clean,3,adaptable
openai_nano_FA_N5_T01,openai,nano,gpt-5.4-nano-2026-03-17,A,5,1,clean,4,friendly
openai_mini_FB_N1_T00,openai,mini,gpt-5.4-mini-2026-03-17,B,1,0,clean,0,adaptive
anthropic_opus_FA_N10_T00,anthropic,opus,claude-opus-4-7,A,10,0,clean,0,helpful
anthropic_opus_FA_N10_T00,anthropic,opus,claude-opus-4-7,A,10,0,clean,1,curious
anthropic_opus_FA_N10_T00,anthropic,opus,claude-opus-4-7,A,10,0,clean,2,honest
anthropic_opus_FA_N10_T00,anthropic,opus,claude-opus-4-7,A,10,0,clean,3,thoughtful
anthropic_opus_FA_N10_T00,anthropic,opus,claude-opus-4-7,A,10,0,clean,4,concise
anthropic_opus_FA_N10_T00,anthropic,opus,claude-opus-4-7,A,10,0,clean,5,analytical
anthropic_opus_FA_N10_T00,anthropic,opus,claude-opus-4-7,A,10,0,clean,6,friendly
anthropic_opus_FA_N10_T00,anthropic,opus,claude-opus-4-7,A,10,0,clean,7,adaptable
anthropic_opus_FA_N10_T00,anthropic,opus,claude-opus-4-7,A,10,0,clean,8,careful
anthropic_opus_FA_N10_T00,anthropic,opus,claude-opus-4-7,A,10,0,clean,9,conversational
anthropic_haiku_FA_N10_T00,anthropic,haiku,claude-haiku-4-5,A,10,0,clean,0,helpful
anthropic_haiku_FA_N10_T00,anthropic,haiku,claude-haiku-4-5,A,10,0,clean,1,curious
anthropic_haiku_FA_N10_T00,anthropic,haiku,claude-haiku-4-5,A,10,0,clean,2,thoughtful
anthropic_haiku_FA_N10_T00,anthropic,haiku,claude-haiku-4-5,A,10,0,clean,3,analytical
anthropic_haiku_FA_N10_T00,anthropic,haiku,claude-haiku-4-5,A,10,0,clean,4,conversational
anthropic_haiku_FA_N10_T00,anthropic,haiku,claude-haiku-4-5,A,10,0,clean,5,honest
anthropic_haiku_FA_N10_T00,anthropic,haiku,claude-haiku-4-5,A,10,0,clean,6,adaptable
anthropic_haiku_FA_N10_T00,anthropic,haiku,claude-haiku-4-5,A,10,0,clean,7,patient
anthropic_haiku_FA_N10_T00,anthropic,haiku,claude-haiku-4-5,A,10,0,clean,8,creative
anthropic_haiku_FA_N10_T00,anthropic,haiku,claude-haiku-4-5,A,10,0,clean,9,direct
openai_full_FA_N3_T00,openai,full,gpt-5.4-2026-03-05,A,3,0,clean,0,helpful
openai_full_FA_N3_T00,openai,full,gpt-5.4-2026-03-05,A,3,0,clean,1,curious
openai_full_FA_N3_T00,openai,full,gpt-5.4-2026-03-05,A,3,0,clean,2,concise
anthropic_sonnet_FA_N3_T00,anthropic,sonnet,claude-sonnet-4-6,A,3,0,clean,0,helpful
anthropic_sonnet_FA_N3_T00,anthropic,sonnet,claude-sonnet-4-6,A,3,0,clean,1,curious
anthropic_sonnet_FA_N3_T00,anthropic,sonnet,claude-sonnet-4-6,A,3,0,clean,2,honest
anthropic_sonnet_FA_N10_T01,anthropic,sonnet,claude-sonnet-4-6,A,10,1,clean,0,curious
anthropic_sonnet_FA_N10_T01,anthropic,sonnet,claude-sonnet-4-6,A,10,1,clean,1,helpful
anthropic_sonnet_FA_N10_T01,anthropic,sonnet,claude-sonnet-4-6,A,10,1,clean,2,honest
anthropic_sonnet_FA_N10_T01,anthropic,sonnet,claude-sonnet-4-6,A,10,1,clean,3,thoughtful
anthropic_sonnet_FA_N10_T01,anthropic,sonnet,claude-sonnet-4-6,A,10,1,clean,4,patient
anthropic_sonnet_FA_N10_T01,anthropic,sonnet,claude-sonnet-4-6,A,10,1,clean,5,knowledgeable
anthropic_sonnet_FA_N10_T01,anthropic,sonnet,claude-sonnet-4-6,A,10,1,clean,6,adaptive
anthropic_sonnet_FA_N10_T01,anthropic,sonnet,claude-sonnet-4-6,A,10,1,clean,7,clear
anthropic_sonnet_FA_N10_T01,anthropic,sonnet,claude-sonnet-4-6,A,10,1,clean,8,reliable
anthropic_sonnet_FA_N10_T01,anthropic,sonnet,claude-sonnet-4-6,A,10,1,clean,9,artificial
openai_full_FA_N5_T00,openai,full,gpt-5.4-2026-03-05,A,5,0,clean,0,helpful
openai_full_FA_N5_T00,openai,full,gpt-5.4-2026-03-05,A,5,0,clean,1,analytical
openai_full_FA_N5_T00,openai,full,gpt-5.4-2026-03-05,A,5,0,clean,2,adaptable
openai_full_FA_N5_T00,openai,full,gpt-5.4-2026-03-05,A,5,0,clean,3,concise
openai_full_FA_N5_T00,openai,full,gpt-5.4-2026-03-05,A,5,0,clean,4,curious
anthropic_haiku_FB_N1_T00,anthropic,haiku,claude-haiku-4-5,B,1,0,clean,0,helpful
anthropic_haiku_FA_N10_T01,anthropic,haiku,claude-haiku-4-5,A,10,1,clean,0,helpful
anthropic_haiku_FA_N10_T01,anthropic,haiku,claude-haiku-4-5,A,10,1,clean,1,curious
anthropic_haiku_FA_N10_T01,anthropic,haiku,claude-haiku-4-5,A,10,1,clean,2,analytical
anthropic_haiku_FA_N10_T01,anthropic,haiku,claude-haiku-4-5,A,10,1,clean,3,conversational
anthropic_haiku_FA_N10_T01,anthropic,haiku,claude-haiku-4-5,A,10,1,clean,4,honest
anthropic_haiku_FA_N10_T01,anthropic,haiku,claude-haiku-4-5,A,10,1,clean,5,adaptable
anthropic_haiku_FA_N10_T01,anthropic,haiku,claude-haiku-4-5,A,10,1,clean,6,creative
anthropic_haiku_FA_N10_T01,anthropic,haiku,claude-haiku-4-5,A,10,1,clean,7,clear
anthropic_haiku_FA_N10_T01,anthropic,haiku,claude-haiku-4-5,A,10,1,clean,8,thoughtful
anthropic_haiku_FA_N10_T01,anthropic,haiku,claude-haiku-4-5,A,10,1,clean,9,reliable
anthropic_opus_FA_N3_T01,anthropic,opus,claude-opus-4-7,A,3,1,clean,0,curious
anthropic_opus_FA_N3_T01,anthropic,opus,claude-opus-4-7,A,3,1,clean,1,helpful
anthropic_opus_FA_N3_T01,anthropic,opus,claude-opus-4-7,A,3,1,clean,2,direct
openai_mini_FA_N1_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,1,0,clean,0,adaptive
openai_mini_FB_N3_T01,openai,mini,gpt-5.4-mini-2026-03-17,B,3,1,clean,0,helpful
openai_mini_FB_N3_T01,openai,mini,gpt-5.4-mini-2026-03-17,B,3,1,clean,1,concise
openai_mini_FB_N3_T01,openai,mini,gpt-5.4-mini-2026-03-17,B,3,1,clean,2,adaptive
anthropic_haiku_FA_N1_T01,anthropic,haiku,claude-haiku-4-5,A,1,1,clean,0,helpful
openai_mini_FB_N5_T01,openai,mini,gpt-5.4-mini-2026-03-17,B,5,1,clean,0,adaptive
openai_mini_FB_N5_T01,openai,mini,gpt-5.4-mini-2026-03-17,B,5,1,clean,1,helpful
openai_mini_FB_N5_T01,openai,mini,gpt-5.4-mini-2026-03-17,B,5,1,clean,2,concise
openai_mini_FB_N5_T01,openai,mini,gpt-5.4-mini-2026-03-17,B,5,1,clean,3,analytical
openai_mini_FB_N5_T01,openai,mini,gpt-5.4-mini-2026-03-17,B,5,1,clean,4,reliable
anthropic_haiku_FA_N3_T01,anthropic,haiku,claude-haiku-4-5,A,3,1,clean,0,helpful
anthropic_haiku_FA_N3_T01,anthropic,haiku,claude-haiku-4-5,A,3,1,clean,1,curious
anthropic_haiku_FA_N3_T01,anthropic,haiku,claude-haiku-4-5,A,3,1,clean,2,direct
openai_nano_FA_N5_T00,openai,nano,gpt-5.4-nano-2026-03-17,A,5,0,clean,0,helpful
openai_nano_FA_N5_T00,openai,nano,gpt-5.4-nano-2026-03-17,A,5,0,clean,1,concise
openai_nano_FA_N5_T00,openai,nano,gpt-5.4-nano-2026-03-17,A,5,0,clean,2,knowledgeable
openai_nano_FA_N5_T00,openai,nano,gpt-5.4-nano-2026-03-17,A,5,0,clean,3,adaptive
openai_nano_FA_N5_T00,openai,nano,gpt-5.4-nano-2026-03-17,A,5,0,clean,4,friendly
openai_full_FB_N3_T00,openai,full,gpt-5.4-2026-03-05,B,3,0,clean,0,helpful
openai_full_FB_N3_T00,openai,full,gpt-5.4-2026-03-05,B,3,0,clean,1,analytical
openai_full_FB_N3_T00,openai,full,gpt-5.4-2026-03-05,B,3,0,clean,2,adaptable
openai_mini_FB_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,B,10,1,clean,0,helpful
openai_mini_FB_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,B,10,1,clean,1,conversational
openai_mini_FB_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,B,10,1,clean,2,knowledgeable
openai_mini_FB_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,B,10,1,clean,3,adaptable
openai_mini_FB_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,B,10,1,clean,4,cautious
openai_mini_FB_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,B,10,1,clean,5,fast
openai_mini_FB_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,B,10,1,clean,6,creative
openai_mini_FB_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,B,10,1,clean,7,reliable
openai_mini_FB_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,B,10,1,clean,8,polite
openai_mini_FB_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,B,10,1,clean,9,analytical
openai_mini_FA_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,10,1,clean,0,helpful
openai_mini_FA_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,10,1,clean,1,concise
openai_mini_FA_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,10,1,clean,2,adaptable
openai_mini_FA_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,10,1,clean,3,knowledgeable
openai_mini_FA_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,10,1,clean,4,friendly
openai_mini_FA_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,10,1,clean,5,patient
openai_mini_FA_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,10,1,clean,6,precise
openai_mini_FA_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,10,1,clean,7,curious
openai_mini_FA_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,10,1,clean,8,reliable
openai_mini_FA_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,10,1,clean,9,attentive
anthropic_sonnet_FB_N5_T00,anthropic,sonnet,claude-sonnet-4-6,B,5,0,wrapped,0,helpful
anthropic_sonnet_FB_N5_T00,anthropic,sonnet,claude-sonnet-4-6,B,5,0,wrapped,1,curious
anthropic_sonnet_FB_N5_T00,anthropic,sonnet,claude-sonnet-4-6,B,5,0,wrapped,2,knowledgeable
anthropic_sonnet_FB_N5_T00,anthropic,sonnet,claude-sonnet-4-6,B,5,0,wrapped,3,conversational
anthropic_sonnet_FB_N5_T00,anthropic,sonnet,claude-sonnet-4-6,B,5,0,wrapped,4,artificial
anthropic_opus_FA_N3_T00,anthropic,opus,claude-opus-4-7,A,3,0,clean,0,curious
anthropic_opus_FA_N3_T00,anthropic,opus,claude-opus-4-7,A,3,0,clean,1,helpful
anthropic_opus_FA_N3_T00,anthropic,opus,claude-opus-4-7,A,3,0,clean,2,direct
anthropic_opus_FA_N5_T01,anthropic,opus,claude-opus-4-7,A,5,1,clean,0,helpful
anthropic_opus_FA_N5_T01,anthropic,opus,claude-opus-4-7,A,5,1,clean,1,curious
anthropic_opus_FA_N5_T01,anthropic,opus,claude-opus-4-7,A,5,1,clean,2,precise
anthropic_opus_FA_N5_T01,anthropic,opus,claude-opus-4-7,A,5,1,clean,3,thoughtful
anthropic_opus_FA_N5_T01,anthropic,opus,claude-opus-4-7,A,5,1,clean,4,conversational
anthropic_opus_FA_N10_T01,anthropic,opus,claude-opus-4-7,A,10,1,clean,0,helpful
anthropic_opus_FA_N10_T01,anthropic,opus,claude-opus-4-7,A,10,1,clean,1,curious
anthropic_opus_FA_N10_T01,anthropic,opus,claude-opus-4-7,A,10,1,clean,2,honest
anthropic_opus_FA_N10_T01,anthropic,opus,claude-opus-4-7,A,10,1,clean,3,thoughtful
anthropic_opus_FA_N10_T01,anthropic,opus,claude-opus-4-7,A,10,1,clean,4,analytical
anthropic_opus_FA_N10_T01,anthropic,opus,claude-opus-4-7,A,10,1,clean,5,conversational
anthropic_opus_FA_N10_T01,anthropic,opus,claude-opus-4-7,A,10,1,clean,6,adaptable
anthropic_opus_FA_N10_T01,anthropic,opus,claude-opus-4-7,A,10,1,clean,7,concise
anthropic_opus_FA_N10_T01,anthropic,opus,claude-opus-4-7,A,10,1,clean,8,knowledgeable
anthropic_opus_FA_N10_T01,anthropic,opus,claude-opus-4-7,A,10,1,clean,9,friendly
google_flash-lite_FB_N5_T00,google,flash-lite,gemini-3.1-flash-lite,B,5,0,clean,0,helpful
google_flash-lite_FB_N5_T00,google,flash-lite,gemini-3.1-flash-lite,B,5,0,clean,1,curious
google_flash-lite_FB_N5_T00,google,flash-lite,gemini-3.1-flash-lite,B,5,0,clean,2,analytical
google_flash-lite_FB_N5_T00,google,flash-lite,gemini-3.1-flash-lite,B,5,0,clean,3,vast
google_flash-lite_FB_N5_T00,google,flash-lite,gemini-3.1-flash-lite,B,5,0,clean,4,digital
google_flash-lite_FA_N1_T01,google,flash-lite,gemini-3.1-flash-lite,A,1,1,clean,0,adaptive
google_flash-lite_FB_N5_T01,google,flash-lite,gemini-3.1-flash-lite,B,5,1,clean,0,helpful
google_flash-lite_FB_N5_T01,google,flash-lite,gemini-3.1-flash-lite,B,5,1,clean,1,versatile
google_flash-lite_FB_N5_T01,google,flash-lite,gemini-3.1-flash-lite,B,5,1,clean,2,digital
google_flash-lite_FB_N5_T01,google,flash-lite,gemini-3.1-flash-lite,B,5,1,clean,3,analytical
google_flash-lite_FB_N5_T01,google,flash-lite,gemini-3.1-flash-lite,B,5,1,clean,4,intelligent
google_pro_FB_N1_T00,google,pro,gemini-3.1-pro-preview,B,1,0,clean,0,versatile
google_flash-lite_FA_N5_T00,google,flash-lite,gemini-3.1-flash-lite,A,5,0,clean,0,helpful
google_flash-lite_FA_N5_T00,google,flash-lite,gemini-3.1-flash-lite,A,5,0,clean,1,curious
google_flash-lite_FA_N5_T00,google,flash-lite,gemini-3.1-flash-lite,A,5,0,clean,2,analytical
google_flash-lite_FA_N5_T00,google,flash-lite,gemini-3.1-flash-lite,A,5,0,clean,3,versatile
google_flash-lite_FA_N5_T00,google,flash-lite,gemini-3.1-flash-lite,A,5,0,clean,4,digital
google_flash-lite_FA_N3_T01,google,flash-lite,gemini-3.1-flash-lite,A,3,1,clean,0,helpful
google_flash-lite_FA_N3_T01,google,flash-lite,gemini-3.1-flash-lite,A,3,1,clean,1,analytical
google_flash-lite_FA_N3_T01,google,flash-lite,gemini-3.1-flash-lite,A,3,1,clean,2,curious
google_flash-lite_FA_N10_T01,google,flash-lite,gemini-3.1-flash-lite,A,10,1,clean,0,helpful
google_flash-lite_FA_N10_T01,google,flash-lite,gemini-3.1-flash-lite,A,10,1,clean,1,analytical
google_flash-lite_FA_N10_T01,google,flash-lite,gemini-3.1-flash-lite,A,10,1,clean,2,versatile
google_flash-lite_FA_N10_T01,google,flash-lite,gemini-3.1-flash-lite,A,10,1,clean,3,knowledgeable
google_flash-lite_FA_N10_T01,google,flash-lite,gemini-3.1-flash-lite,A,10,1,clean,4,logical
google_flash-lite_FA_N10_T01,google,flash-lite,gemini-3.1-flash-lite,A,10,1,clean,5,creative
google_flash-lite_FA_N10_T01,google,flash-lite,gemini-3.1-flash-lite,A,10,1,clean,6,efficient
google_flash-lite_FA_N10_T01,google,flash-lite,gemini-3.1-flash-lite,A,10,1,clean,7,objective
google_flash-lite_FA_N10_T01,google,flash-lite,gemini-3.1-flash-lite,A,10,1,clean,8,digital
google_flash-lite_FA_N10_T01,google,flash-lite,gemini-3.1-flash-lite,A,10,1,clean,9,communicative
google_pro_FA_N1_T00,google,pro,gemini-3.1-pro-preview,A,1,0,clean,0,versatile
google_flash-lite_FB_N10_T00,google,flash-lite,gemini-3.1-flash-lite,B,10,0,clean,0,helpful
google_flash-lite_FB_N10_T00,google,flash-lite,gemini-3.1-flash-lite,B,10,0,clean,1,analytical
google_flash-lite_FB_N10_T00,google,flash-lite,gemini-3.1-flash-lite,B,10,0,clean,2,digital
google_flash-lite_FB_N10_T00,google,flash-lite,gemini-3.1-flash-lite,B,10,0,clean,3,vast
google_flash-lite_FB_N10_T00,google,flash-lite,gemini-3.1-flash-lite,B,10,0,clean,4,objective
google_flash-lite_FB_N10_T00,google,flash-lite,gemini-3.1-flash-lite,B,10,0,clean,5,curious
google_flash-lite_FB_N10_T00,google,flash-lite,gemini-3.1-flash-lite,B,10,0,clean,6,versatile
google_flash-lite_FB_N10_T00,google,flash-lite,gemini-3.1-flash-lite,B,10,0,clean,7,responsive
google_flash-lite_FB_N10_T00,google,flash-lite,gemini-3.1-flash-lite,B,10,0,clean,8,logical
google_flash-lite_FB_N10_T00,google,flash-lite,gemini-3.1-flash-lite,B,10,0,clean,9,learning
google_pro_FB_N3_T00,google,pro,gemini-3.1-pro-preview,B,3,0,clean,0,helpful
google_pro_FB_N3_T00,google,pro,gemini-3.1-pro-preview,B,3,0,clean,1,intelligent
google_pro_FB_N3_T00,google,pro,gemini-3.1-pro-preview,B,3,0,clean,2,versatile
google_flash-lite_FB_N1_T00,google,flash-lite,gemini-3.1-flash-lite,B,1,0,clean,0,adaptable
google_pro_FB_N3_T01,google,pro,gemini-3.1-pro-preview,B,3,1,clean,0,helpful
google_pro_FB_N3_T01,google,pro,gemini-3.1-pro-preview,B,3,1,clean,1,adaptable
google_pro_FB_N3_T01,google,pro,gemini-3.1-pro-preview,B,3,1,clean,2,curious
google_flash-lite_FB_N3_T01,google,flash-lite,gemini-3.1-flash-lite,B,3,1,clean,0,helpful
google_flash-lite_FB_N3_T01,google,flash-lite,gemini-3.1-flash-lite,B,3,1,clean,1,versatile
google_flash-lite_FB_N3_T01,google,flash-lite,gemini-3.1-flash-lite,B,3,1,clean,2,analytical
google_pro_FA_N1_T01,google,pro,gemini-3.1-pro-preview,A,1,1,clean,0,versatile
google_flash-lite_FA_N1_T00,google,flash-lite,gemini-3.1-flash-lite,A,1,0,clean,0,adaptable
google_flash-lite_FB_N1_T01,google,flash-lite,gemini-3.1-flash-lite,B,1,1,clean,0,adaptive
google_flash-lite_FA_N10_T00,google,flash-lite,gemini-3.1-flash-lite,A,10,0,clean,0,helpful
google_flash-lite_FA_N10_T00,google,flash-lite,gemini-3.1-flash-lite,A,10,0,clean,1,intelligent
google_flash-lite_FA_N10_T00,google,flash-lite,gemini-3.1-flash-lite,A,10,0,clean,2,versatile
google_flash-lite_FA_N10_T00,google,flash-lite,gemini-3.1-flash-lite,A,10,0,clean,3,analytical
google_flash-lite_FA_N10_T00,google,flash-lite,gemini-3.1-flash-lite,A,10,0,clean,4,digital
google_flash-lite_FA_N10_T00,google,flash-lite,gemini-3.1-flash-lite,A,10,0,clean,5,curious
google_flash-lite_FA_N10_T00,google,flash-lite,gemini-3.1-flash-lite,A,10,0,clean,6,supportive
google_flash-lite_FA_N10_T00,google,flash-lite,gemini-3.1-flash-lite,A,10,0,clean,7,objective
google_flash-lite_FA_N10_T00,google,flash-lite,gemini-3.1-flash-lite,A,10,0,clean,8,efficient
google_flash-lite_FA_N10_T00,google,flash-lite,gemini-3.1-flash-lite,A,10,0,clean,9,ready
google_flash-lite_FA_N5_T01,google,flash-lite,gemini-3.1-flash-lite,A,5,1,clean,0,helpful
google_flash-lite_FA_N5_T01,google,flash-lite,gemini-3.1-flash-lite,A,5,1,clean,1,analytical
google_flash-lite_FA_N5_T01,google,flash-lite,gemini-3.1-flash-lite,A,5,1,clean,2,versatile
google_flash-lite_FA_N5_T01,google,flash-lite,gemini-3.1-flash-lite,A,5,1,clean,3,objective
google_flash-lite_FA_N5_T01,google,flash-lite,gemini-3.1-flash-lite,A,5,1,clean,4,digital
google_flash-lite_FA_N3_T00,google,flash-lite,gemini-3.1-flash-lite,A,3,0,clean,0,helpful
google_flash-lite_FA_N3_T00,google,flash-lite,gemini-3.1-flash-lite,A,3,0,clean,1,versatile
google_flash-lite_FA_N3_T00,google,flash-lite,gemini-3.1-flash-lite,A,3,0,clean,2,analytical
google_flash-lite_FB_N10_T01,google,flash-lite,gemini-3.1-flash-lite,B,10,1,clean,0,helpful
google_flash-lite_FB_N10_T01,google,flash-lite,gemini-3.1-flash-lite,B,10,1,clean,1,curious
google_flash-lite_FB_N10_T01,google,flash-lite,gemini-3.1-flash-lite,B,10,1,clean,2,analytical
google_flash-lite_FB_N10_T01,google,flash-lite,gemini-3.1-flash-lite,B,10,1,clean,3,vast
google_flash-lite_FB_N10_T01,google,flash-lite,gemini-3.1-flash-lite,B,10,1,clean,4,digital
google_flash-lite_FB_N10_T01,google,flash-lite,gemini-3.1-flash-lite,B,10,1,clean,5,learning
google_flash-lite_FB_N10_T01,google,flash-lite,gemini-3.1-flash-lite,B,10,1,clean,6,objective
google_flash-lite_FB_N10_T01,google,flash-lite,gemini-3.1-flash-lite,B,10,1,clean,7,creative
google_flash-lite_FB_N10_T01,google,flash-lite,gemini-3.1-flash-lite,B,10,1,clean,8,logical
google_flash-lite_FB_N10_T01,google,flash-lite,gemini-3.1-flash-lite,B,10,1,clean,9,artificial
google_flash_FB_N3_T00,google,flash,gemini-3-flash-preview,B,3,0,clean,0,helpful
google_flash_FB_N3_T00,google,flash,gemini-3-flash-preview,B,3,0,clean,1,creative
google_flash_FB_N3_T00,google,flash,gemini-3-flash-preview,B,3,0,clean,2,versatile
google_flash_FA_N3_T00,google,flash,gemini-3-flash-preview,A,3,0,clean,0,helpful
google_flash_FA_N3_T00,google,flash,gemini-3-flash-preview,A,3,0,clean,1,versatile
google_flash_FA_N3_T00,google,flash,gemini-3-flash-preview,A,3,0,clean,2,knowledgeable
google_flash_FA_N3_T01,google,flash,gemini-3-flash-preview,A,3,1,clean,0,helpful
google_flash_FA_N3_T01,google,flash,gemini-3-flash-preview,A,3,1,clean,1,creative
google_flash_FA_N3_T01,google,flash,gemini-3-flash-preview,A,3,1,clean,2,analytical
google_flash_FA_N1_T00,google,flash,gemini-3-flash-preview,A,1,0,clean,0,versatile
google_flash_FB_N1_T00,google,flash,gemini-3-flash-preview,B,1,0,clean,0,generative
google_flash_FA_N1_T01,google,flash,gemini-3-flash-preview,A,1,1,clean,0,versatile
google_flash_FB_N1_T01,google,flash,gemini-3-flash-preview,B,1,1,clean,0,versatile
